id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-7225,2024-02-26,000001,Vente,9761,,,LES PATURES BERGERES,B074,02260,02312,La Flamengrie,02,,,02312000AI0037,,,,,,,,,,,,,0,,,,,PA,pâtures,,,9761,3.894691,49.991122
2024-7226,2024-03-04,000001,Vente,55000,77,,RUE D HIRSON,0175,02830,02684,Saint-Michel,02,,,02684000AR0083,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,280,4.112122,49.914436
2024-7226,2024-03-04,000001,Vente,55000,77,,RUE D HIRSON,0175,02830,02684,Saint-Michel,02,,,02684000AR0083,,,,,,,,,,,,,0,1,Maison,61,3,S,sols,,,280,4.112122,49.914436
2024-7227,2024-03-15,000001,Vente,142000,27,,RUE DE LA MAIRIE,0040,02480,02019,Annois,02,,,020190000B0603,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,404,3.178576,49.722595
2024-7227,2024-03-15,000001,Vente,142000,27,,RUE DE LA MAIRIE,0040,02480,02019,Annois,02,,,020190000B0603,,,,,,,,,,,,,0,1,Maison,80,5,S,sols,,,404,3.178576,49.722595
2024-7227,2024-03-15,000001,Vente,142000,27,,RUE DE LA MAIRIE,0040,02480,02019,Annois,02,,,020190000B0603,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,404,3.178576,49.722595
2024-7227,2024-03-15,000001,Vente,142000,,,RUE DE LA MAIRIE,0040,02480,02019,Annois,02,,,020190000B0604,,,,,,,,,,,,,0,,,,,S,sols,,,6,3.178727,49.722549
2024-7228,2024-03-13,000001,Vente,150000,,,LA VILLE NORD OUEST,B075,02260,02141,La Capelle,02,,,02141000AB0111,,,,,,,,,,,,,0,,,,,PA,pâtures,,,1605,3.912281,49.980052
2024-7228,2024-03-13,000001,Vente,150000,,,LA VILLE NORD OUEST,B075,02260,02141,La Capelle,02,,,02141000AB0112,,,,,,,,,,,,,0,,,,,J,jardins,,,686,3.911841,49.980336
2024-7228,2024-03-13,000001,Vente,150000,2,,RUE DE LANDRECIES,0048,02260,02141,La Capelle,02,,,02141000AB0113,,,,,,,,,,,,,0,1,Maison,113,3,S,sols,,,727,3.912422,49.980223
2024-7228,2024-03-13,000001,Vente,150000,2,,RUE DE LANDRECIES,0048,02260,02141,La Capelle,02,,,02141000AB0113,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,727,3.912422,49.980223
2024-7229,2024-02-23,000001,Vente,93150,1,,RUE NAPOLEON BONAPARTE,0138,02110,02769,Vaux-Andigny,02,,,02769000AE0123,,,80,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,22,0,,,,,,3.505555,50.01903
2024-7230,2024-03-06,000001,Vente,4000,,,LE GLACIS DU MOULIN,B056,02330,02590,Pargny-la-Dhuys,02,,,02590000ZB0032,,,,,,,,,,,,,0,,,,,T,terres,,,6100,3.550504,48.953369
2024-7231,2024-03-12,000001,Vente,64000,14,,RUE VIGIER,1450,02300,02173,Chauny,02,,,02173000AR0404,,,,,,,,,,,,,0,1,Maison,50,3,S,sols,,,49,3.226729,49.615006
2024-7231,2024-03-12,000001,Vente,64000,,,LA BRASSERIE,B008,02300,02173,Chauny,02,,,02173000AR0463,,,,,,,,,,,,,0,,,,,S,sols,,,28,3.22668,49.614976
2024-7232,2024-03-08,000001,Vente,179650,23,,GR GRANDE RUE,0030,02450,02308,Fesmy-le-Sart,02,,,023080000H0404,,,,,,,,,,,,,0,1,Maison,155,5,S,sols,,,1770,3.726283,50.061325
2024-7232,2024-03-08,000001,Vente,179650,23,,GR GRANDE RUE,0030,02450,02308,Fesmy-le-Sart,02,,,023080000H0404,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1770,3.726283,50.061325
2024-7232,2024-03-08,000001,Vente,179650,23,,GR GRANDE RUE,0030,02450,02308,Fesmy-le-Sart,02,,,023080000H0404,,,,,,,,,,,,,0,1,Maison,155,5,PA,pâtures,,,8085,3.726283,50.061325
2024-7232,2024-03-08,000001,Vente,179650,23,,GR GRANDE RUE,0030,02450,02308,Fesmy-le-Sart,02,,,023080000H0404,,,,,,,,,,,,,0,3,Dépendance,,0,PA,pâtures,,,8085,3.726283,50.061325
2024-7233,2024-02-26,000001,Vente,90902,,,LES PATURES BERGERES,B074,02260,02312,La Flamengrie,02,,,02312000AI0034,,,,,,,,,,,,,0,,,,,PA,pâtures,,,13412,3.889747,49.988957
2024-7233,2024-02-26,000001,Vente,90902,,,LES PATURES BERGERES,B074,02260,02312,La Flamengrie,02,,,02312000AI0035,,,,,,,,,,,,,0,,,,,PA,pâtures,,,13169,3.892604,49.990257
2024-7233,2024-02-26,000001,Vente,90902,,,MONPLAISIR,B070,02260,02312,La Flamengrie,02,,,02312000AI0042,,,,,,,,,,,,,0,,,,,PA,pâtures,,,8605,3.893913,49.989963
2024-7233,2024-02-26,000001,Vente,90902,,,MONPLAISIR,B070,02260,02312,La Flamengrie,02,,,02312000AI0043,,,,,,,,,,,,,0,,,,,PA,pâtures,,,8645,3.893799,49.989263
2024-7233,2024-02-26,000001,Vente,90902,,,MONPLAISIR,B070,02260,02312,La Flamengrie,02,,,02312000AI0044,,,,,,,,,,,,,0,,,,,PA,pâtures,,,8166,3.892512,49.989242
2024-7233,2024-02-26,000001,Vente,90902,,,MONPLAISIR,B070,02260,02312,La Flamengrie,02,,,02312000AI0045,,,,,,,,,,,,,0,,,,,PA,pâtures,,,8928,3.890338,49.988568
2024-7233,2024-02-26,000001,Vente,90902,,,MONPLAISIR,B070,02260,02312,La Flamengrie,02,,,02312000AI0048,,,,,,,,,,,,,0,,,,,PA,pâtures,,,11152,3.893298,49.988456
2024-7233,2024-02-26,000001,Vente,90902,,,MONPLAISIR,B070,02260,02312,La Flamengrie,02,,,02312000AI0049,,,,,,,,,,,,,0,,,,,PA,pâtures,,,5777,3.894365,49.988523
2024-7233,2024-02-26,000001,Vente,90902,,,MONPLAISIR,B070,02260,02312,La Flamengrie,02,,,02312000AI0050,,,,,,,,,,,,,0,,,,,PA,pâtures,,,13048,3.896332,49.98762
2024-7234,2024-03-08,000001,Vente,3000,,,AUDROIT,B004,02260,02312,La Flamengrie,02,,,02312000AZ0091,,,,,,,,,,,,,0,,,,,PA,pâtures,,,3714,3.950988,50.00006
2024-7235,2024-03-09,000001,Vente,200000,25,,RUE DE RADET,0063,02160,02439,Les Septvallons,02,,,024397710B0237,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,383,3.635209,49.341964
2024-7235,2024-03-09,000001,Vente,200000,25,,RUE DE RADET,0063,02160,02439,Les Septvallons,02,,,024397710B0237,,,,,,,,,,,,,0,1,Maison,143,5,S,sols,,,383,3.635209,49.341964
2024-7235,2024-03-09,000001,Vente,200000,,,LE VILLAGE VAUXCERE,B125,02160,02439,Les Septvallons,02,,,024397710B0239,,,,,,,,,,,,,0,,,,,J,jardins,,,87,3.635354,49.342037
2024-7235,2024-03-09,000001,Vente,200000,,,LE VILLAGE VAUXCERE,B125,02160,02439,Les Septvallons,02,,,024397710B0273,,,,,,,,,,,,,0,,,,,J,jardins,,,825,3.634727,49.34221
2024-7235,2024-03-09,000001,Vente,200000,,,LE VILLAGE VAUXCERE,B125,02160,02439,Les Septvallons,02,,,024397710B0274,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,329,3.634791,49.341933
2024-7236,2024-03-08,000001,Vente,49000,5013,,RUE TANEVOT D'HERBAULT,0115,02210,02203,Coincy,02,,,022030000C0806,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,7,3.422345,49.158081
2024-7236,2024-03-08,000001,Vente,49000,39,,RUE TANEVOT D'HERBAULT,0115,02210,02203,Coincy,02,,,022030000C0808,,,,,,,,,,,,,0,1,Maison,66,2,S,sols,,,55,3.422317,49.15815
2024-7237,2024-03-14,000001,Vente,1400,,,LA SENTE DE LA BALEINE,B076,02860,02824,Vorges,02,,,028240000B0454,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1426,3.665047,49.516725
2024-7238,2024-02-21,000001,Vente,60000,,,LA CROIX ROUGE,B028,02320,02111,Brancourt-en-Laonnois,02,,,02111000ZA0240,,,,,,,,,,,,,0,,,,,PA,pâtures,,,1581,3.41432,49.513287
2024-7238,2024-02-21,000001,Vente,60000,,,LA CROIX ROUGE,B028,02320,02111,Brancourt-en-Laonnois,02,,,02111000ZA0241,,,,,,,,,,,,,0,,,,,PA,pâtures,,,1581,3.414527,49.513444
2024-7239,2024-03-18,000001,Vente,13380,,,LA MAL-BATIE,B175,02820,02498,Montaigu,02,,,02498000ZY0025,,,,,,,,,,,,,0,,,,,T,terres,,,22300,3.857622,49.568238
2024-7240,2024-03-18,000001,Vente,125000,54,,BD JEANNE D ARC,1130,02200,02722,Soissons,02,,,02722000AP0074,,,41,,8,,,,,,,,2,2,Appartement,52,2,,,,,,3.32125,49.376671
2024-7240,2024-03-18,000001,Vente,125000,54,,BD JEANNE D ARC,1130,02200,02722,Soissons,02,,,02722000AP0074,,,41,,8,,,,,,,,2,3,Dépendance,,0,,,,,,3.32125,49.376671
2024-7240,2024-03-18,000001,Vente,125000,54,,BD JEANNE D ARC,1130,02200,02722,Soissons,02,,,02722000AP0074,,,36,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.32125,49.376671
2024-7241,2024-02-26,000001,Vente,30000,33,,CITE DU PLAIN P DEVOUGE,0816,02500,02381,Hirson,02,,,02381000AR0098,,,,,,,,,,,,,0,1,Maison,77,4,S,sols,,,150,4.086349,49.926574
2024-7241,2024-02-26,000001,Vente,30000,33,,CITE DU PLAIN P DEVOUGE,0816,02500,02381,Hirson,02,,,02381000AR0098,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,150,4.086349,49.926574
2024-7241,2024-02-26,000001,Vente,30000,63,,CITE DU PLAIN P DEVOUGE,0816,02500,02381,Hirson,02,,,02381000AR0452,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,26,4.085523,49.926931
2024-7242,2024-02-22,000001,Vente,32000,20,,RUE DU STADE,0218,02550,02574,Origny-en-Thiérache,02,,,02574000AC0183,,,,,,,,,,,,,0,1,Maison,65,4,S,sols,,,505,4.016841,49.895761
2024-7243,2024-03-07,000001,Vente,10000,,,LE PETIT MARCHE,B032,02630,02830,Wassigny,02,,,028300000A0019,,,,,,,,,,,,,0,,,,,J,jardins,,,652,3.590514,50.018184
2024-7243,2024-03-07,000001,Vente,10000,8,,RUE DE LA MALADRERIE,0071,02630,02830,Wassigny,02,,,028300000A0020,,,,,,,,,,,,,0,1,Maison,46,1,S,sols,,,162,3.590578,50.018014
2024-7244,2024-03-18,000001,Vente,89500,8,,RUE JEAN JAURES,0100,02130,02305,Fère-en-Tardenois,02,,,02305000AN0145,,,,,,,,,,,,,0,1,Maison,93,5,S,sols,,,88,3.515269,49.200527
2024-7245,2024-03-18,000001,Vente,104000,8,,RUE DE BONNEIL,0005,02400,02042,Azy-sur-Marne,02,,,02042000YA0228,,,,,,,,,,,,,0,3,Dépendance,,0,T,terres,,,1262,3.357622,49.00589
2024-7245,2024-03-18,000001,Vente,104000,8,,RUE DE BONNEIL,0005,02400,02042,Azy-sur-Marne,02,,,02042000YA0228,,,,,,,,,,,,,0,1,Maison,47,2,AG,terrains d'agrément,PARC,Parc,1109,3.357622,49.00589
2024-7245,2024-03-18,000001,Vente,104000,8,,RUE DE BONNEIL,0005,02400,02042,Azy-sur-Marne,02,,,02042000YA0228,,,,,,,,,,,,,0,3,Dépendance,,0,AG,terrains d'agrément,PARC,Parc,1109,3.357622,49.00589
2024-7245,2024-03-18,000001,Vente,104000,8,,RUE DE BONNEIL,0005,02400,02042,Azy-sur-Marne,02,,,02042000YA0228,,,,,,,,,,,,,0,1,Maison,47,2,S,sols,,,62,3.357622,49.00589
2024-7245,2024-03-18,000001,Vente,104000,8,,RUE DE BONNEIL,0005,02400,02042,Azy-sur-Marne,02,,,02042000YA0228,,,,,,,,,,,,,0,1,Maison,47,2,T,terres,,,1262,3.357622,49.00589
2024-7245,2024-03-18,000001,Vente,104000,8,,RUE DE BONNEIL,0005,02400,02042,Azy-sur-Marne,02,,,02042000YA0228,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,62,3.357622,49.00589
2024-7246,2024-03-01,000001,Vente,97900,4,,RUE LAMARTINE,0101,02320,02602,Pinon,02,,,02602000AD0258,,,,,,,,,,,,,0,1,Maison,93,5,S,sols,,,370,3.454961,49.480816
2024-7247,2024-02-29,000001,Vente,2500,,,LES GRANDS JARDINS,B047,02840,02028,Athies-sous-Laon,02,,,02028000AC0050,,,,,,,,,,,,,0,,,,,J,jardins,,,481,3.687695,49.573912
2024-7247,2024-02-29,000001,Vente,2500,,,LES GRANDS JARDINS,B047,02840,02028,Athies-sous-Laon,02,,,02028000AC0051,,,,,,,,,,,,,0,,,,,J,jardins,,,481,3.687475,49.573948
2024-7248,2024-03-01,000001,Vente,888000,73,,AV DE PARIS,0060,02310,02521,Montreuil-aux-Lions,02,,,025210000C2640,,,,,,,,,,,,,0,2,Appartement,49,3,S,sols,,,1420,3.192375,49.021129
2024-7248,2024-03-01,000001,Vente,888000,73,,AV DE PARIS,0060,02310,02521,Montreuil-aux-Lions,02,,,025210000C2640,,,,,,,,,,,,,0,2,Appartement,93,4,S,sols,,,1420,3.192375,49.021129
2024-7248,2024-03-01,000001,Vente,888000,73,,AV DE PARIS,0060,02310,02521,Montreuil-aux-Lions,02,,,025210000C2640,,,,,,,,,,,,,0,2,Appartement,59,2,S,sols,,,1420,3.192375,49.021129
2024-7248,2024-03-01,000001,Vente,888000,73,,AV DE PARIS,0060,02310,02521,Montreuil-aux-Lions,02,,,025210000C2640,,,,,,,,,,,,,0,2,Appartement,107,4,S,sols,,,1420,3.192375,49.021129
2024-7248,2024-03-01,000001,Vente,888000,73,,AV DE PARIS,0060,02310,02521,Montreuil-aux-Lions,02,,,025210000C2640,,,,,,,,,,,,,0,2,Appartement,41,2,S,sols,,,1420,3.192375,49.021129
2024-7248,2024-03-01,000001,Vente,888000,73,,AV DE PARIS,0060,02310,02521,Montreuil-aux-Lions,02,,,025210000C2640,,,,,,,,,,,,,0,2,Appartement,50,3,S,sols,,,1420,3.192375,49.021129
2024-7248,2024-03-01,000001,Vente,888000,73,,AV DE PARIS,0060,02310,02521,Montreuil-aux-Lions,02,,,025210000C2640,,,,,,,,,,,,,0,2,Appartement,70,3,S,sols,,,1420,3.192375,49.021129
2024-7248,2024-03-01,000001,Vente,888000,73,,AV DE PARIS,0060,02310,02521,Montreuil-aux-Lions,02,,,025210000C2640,,,,,,,,,,,,,0,2,Appartement,51,3,S,sols,,,1420,3.192375,49.021129
2024-7248,2024-03-01,000001,Vente,888000,73,,AV DE PARIS,0060,02310,02521,Montreuil-aux-Lions,02,,,025210000C2640,,,,,,,,,,,,,0,2,Appartement,100,4,S,sols,,,1420,3.192375,49.021129
2024-7248,2024-03-01,000001,Vente,888000,73,,AV DE PARIS,0060,02310,02521,Montreuil-aux-Lions,02,,,025210000C2641,,,,,,,,,,,,,0,,,,,S,sols,,,416,3.19279,49.021235
2024-7249,2024-02-23,000001,Echange,,,,LES TERRES DE L EGLISE,B072,02200,02064,Belleu,02,,,020640000B0245,,,,,,,,,,,,,0,,,,,T,terres,,,323,3.346227,49.358198
2024-7249,2024-02-23,000001,Echange,,,,LES TERRES DE L EGLISE,B072,02200,02064,Belleu,02,,,020640000B0247,,,,,,,,,,,,,0,,,,,T,terres,,,462,3.345762,49.358185
2024-7249,2024-02-23,000001,Echange,,,,LES TERRES DE L EGLISE,B072,02200,02064,Belleu,02,,,020640000B0248,,,,,,,,,,,,,0,,,,,T,terres,,,860,3.346318,49.358083
2024-7249,2024-02-23,000002,Echange,,,,LES TERRES DE L EGLISE,B072,02200,02064,Belleu,02,,,020640000B0245,,,,,,,,,,,,,0,,,,,T,terres,,,323,3.346227,49.358198
2024-7249,2024-02-23,000002,Echange,,,,LES TERRES DE L EGLISE,B072,02200,02064,Belleu,02,,,020640000B0247,,,,,,,,,,,,,0,,,,,T,terres,,,462,3.345762,49.358185
2024-7249,2024-02-23,000002,Echange,,,,LES TERRES DE L EGLISE,B072,02200,02064,Belleu,02,,,020640000B0248,,,,,,,,,,,,,0,,,,,T,terres,,,860,3.346318,49.358083
2024-7250,2024-02-23,000003,Echange,10000,9002,,SEN DU FOND DU VAL,0110,02200,02064,Belleu,02,,,020640000B0246,,,,,,,,,,,,,0,1,Maison,80,3,J,jardins,POTAG,Jardin potager,427,3.345838,49.358315
2024-7250,2024-02-23,000003,Echange,10000,9002,,SEN DU FOND DU VAL,0110,02200,02064,Belleu,02,,,020640000B0246,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,Jardin potager,427,3.345838,49.358315
2024-7250,2024-02-23,000004,Echange,10000,,,LES TERRES DE L EGLISE,B072,02200,02064,Belleu,02,,,020640000B0247,,,,,,,,,,,,,0,,,,,T,terres,,,462,3.345762,49.358185
2024-7251,2024-02-23,000005,Echange,110000,,,LES TERRES DE L EGLISE,B072,02200,02064,Belleu,02,,,020640000B0245,,,,,,,,,,,,,0,,,,,T,terres,,,323,3.346227,49.358198
2024-7251,2024-02-23,000005,Echange,110000,,,LES TERRES DE L EGLISE,B072,02200,02064,Belleu,02,,,020640000B0247,,,,,,,,,,,,,0,,,,,T,terres,,,462,3.345762,49.358185
2024-7251,2024-02-23,000005,Echange,110000,,,LES TERRES DE L EGLISE,B072,02200,02064,Belleu,02,,,020640000B0248,,,,,,,,,,,,,0,,,,,T,terres,,,860,3.346318,49.358083
2024-7252,2024-02-28,000001,Vente,96000,67,,GR GRANDE RUE,0590,02400,02168,Château-Thierry,02,,,02168000AC0163,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,25,0,S,sols,,,29,3.399487,49.045928
2024-7252,2024-02-28,000001,Vente,96000,67,,GR GRANDE RUE,0590,02400,02168,Château-Thierry,02,,,02168000AC0163,,,,,,,,,,,,,0,1,Maison,40,2,S,sols,,,29,3.399487,49.045928
2024-7253,2024-03-12,000001,Vente,232000,22,,RUE DE LA SAVOIE,0095,02310,02521,Montreuil-aux-Lions,02,,,02521000ZX0149,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,938,3.201464,49.019652
2024-7253,2024-03-12,000001,Vente,232000,22,,RUE DE LA SAVOIE,0095,02310,02521,Montreuil-aux-Lions,02,,,02521000ZX0149,,,,,,,,,,,,,0,1,Maison,95,6,S,sols,,,938,3.201464,49.019652
2024-7254,2024-02-27,000001,Vente,7000000,9001,,RUE DES MARLETTES,0106,02100,02303,Fayet,02,,,02303000ZA0171,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1184,0,S,sols,,,8884,3.255437,49.862698
2024-7254,2024-02-27,000001,Vente,7000000,9001,,RUE DES MARLETTES,0106,02100,02303,Fayet,02,,,02303000ZA0171,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,872,0,S,sols,,,8884,3.255437,49.862698
2024-7254,2024-02-27,000001,Vente,7000000,9001,,RUE DES MARLETTES,0106,02100,02303,Fayet,02,,,02303000ZA0171,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1174,0,S,sols,,,8884,3.255437,49.862698
2024-7254,2024-02-27,000001,Vente,7000000,9001,,RUE DES MARLETTES,0106,02100,02303,Fayet,02,,,02303000ZA0171,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1931,0,S,sols,,,8884,3.255437,49.862698
2024-7254,2024-02-27,000001,Vente,7000000,9001,,LES MARLETTES,B011,02100,02303,Fayet,02,,,02303000ZA0173,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,0,AB,terrains a bâtir,,,16132,3.25406,49.862617
2024-7254,2024-02-27,000001,Vente,7000000,,,LES MARLETTES,B011,02100,02303,Fayet,02,,,02303000ZA0176,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,9251,3.255731,49.861965
2024-7255,2024-03-01,000001,Vente,130000,40,B,RUE SAINT MARTIN,1070,02400,02168,Château-Thierry,02,,,02168000AV0100,,,,,,,,,,,,,0,1,Maison,86,2,S,sols,,,222,3.394752,49.044249
2024-7256,2024-03-15,000001,Vente,1000,,,L EGLISE,B137,02340,02264,Dizy-le-Gros,02,,,02264000AX0011,,,,,,,,,,,,,0,,,,,J,jardins,,,595,4.021048,49.632554
2024-7257,2024-02-27,000001,Vente,172000,15,,RUE DE BAULNE,0001,02330,02053,Vallées en Champagne,02,,,02053000AS0073,,,,,,,,,,,,,0,1,Maison,76,4,J,jardins,,,725,3.603256,48.973928
2024-7257,2024-02-27,000001,Vente,172000,15,,RUE DE BAULNE,0001,02330,02053,Vallées en Champagne,02,,,02053000AS0073,,,,,,,,,,,,,0,1,Maison,76,4,S,sols,,,775,3.603256,48.973928
2024-7258,2024-03-05,000001,Vente,99900,19,,RUE LAMARTINE,0101,02320,02602,Pinon,02,,,02602000AD0254,,,,,,,,,,,,,0,1,Maison,77,4,S,sols,,,562,3.454371,49.4803
2024-7259,2024-02-26,000001,Vente,50600,30,,RUE DU CLOITRE,0500,02000,02408,Laon,02,,,02408000AB0054,,,13,,16,41.5,4,,,,,,3,2,Appartement,47,2,,,,,,3.627162,49.563603
2024-7259,2024-02-26,000001,Vente,50600,30,,RUE DU CLOITRE,0500,02000,02408,Laon,02,,,02408000AB0054,,,13,,16,41.5,4,,,,,,3,3,Dépendance,,0,,,,,,3.627162,49.563603
2024-7259,2024-02-26,000001,Vente,50600,30,,RUE DU CLOITRE,0500,02000,02408,Laon,02,,,02408000AB0054,,,13,,16,41.5,4,,,,,,3,3,Dépendance,,0,,,,,,3.627162,49.563603
2024-7260,2024-03-12,000002,Vente,46219.25,,,NAVARY,B052,02360,02038,Les Autels,02,,,020380000C0005,,,,,,,,,,,,,0,,,,,PA,pâtures,,,4709,4.200483,49.762339
2024-7260,2024-03-12,000002,Vente,46219.25,,,NAVARY,B052,02360,02038,Les Autels,02,,,020380000C0006,,,,,,,,,,,,,0,,,,,PA,pâtures,,,1497,4.200851,49.76397
2024-7260,2024-03-12,000002,Vente,46219.25,,,NAVARY,B052,02360,02038,Les Autels,02,,,020380000C0007,,,,,,,,,,,,,0,,,,,PA,pâtures,,,9974,4.201127,49.763282
2024-7260,2024-03-12,000002,Vente,46219.25,,,NAVARY,B052,02360,02038,Les Autels,02,,,020380000C0007,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,5807,4.201127,49.763282
2024-7260,2024-03-12,000002,Vente,46219.25,,,NAVARY,B052,02360,02038,Les Autels,02,,,020380000C0007,,,,,,,,,,,,,0,,,,,T,terres,,,1794,4.201127,49.763282
2024-7260,2024-03-12,000002,Vente,46219.25,,,LE MOULIN BATAILLE,B051,02360,02038,Les Autels,02,,,020380000C0176,,,,,,,,,,,,,0,,,,,PA,pâtures,,,9920,4.208328,49.762373
2024-7260,2024-03-12,000002,Vente,46219.25,,,LE MOULIN BATAILLE,B051,02360,02038,Les Autels,02,,,020380000C0177,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2530,4.20763,49.762922
2024-7260,2024-03-12,000002,Vente,46219.25,,,LE MOULIN BATAILLE,B051,02360,02038,Les Autels,02,,,020380000C0178,,,,,,,,,,,,,0,,,,,PA,pâtures,,,2030,4.20742,49.762208
2024-7260,2024-03-12,000002,Vente,46219.25,,,LE MOULIN BATAILLE,B051,02360,02038,Les Autels,02,,,020380000C0189,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3250,4.207925,49.759325
2024-7260,2024-03-12,000002,Vente,46219.25,,,LE VIVIER,B080,02360,02038,Les Autels,02,,,020380000C0197,,,,,,,,,,,,,0,,,,,PA,pâtures,,,3090,4.20562,49.760267
2024-7260,2024-03-12,000002,Vente,46219.25,,,LE VIVIER,B080,02360,02038,Les Autels,02,,,020380000C0198,,,,,,,,,,,,,0,,,,,PA,pâtures,,,8700,4.206485,49.759923
2024-7260,2024-03-12,000002,Vente,46219.25,,,LA FONTAINE BLANCHE,B032,02360,02038,Les Autels,02,,,020380000C0203,,,,,,,,,,,,,0,,,,,PA,pâtures,,,5545,4.201664,49.762198
2024-7261,2024-02-27,000001,Vente,5000,,,LE BOIS DE BREUIL,B022,02000,02408,Laon,02,,,02408000BZ0228,,,,,,,,,,,,,0,,,,,L,landes,,,59,3.621641,49.575333
2024-7261,2024-02-27,000001,Vente,5000,,,RUE VICTOR BASSELET,2810,02000,02408,Laon,02,,,02408000BZ0230,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,208,3.621886,49.574807
2024-7261,2024-02-27,000001,Vente,5000,,,LE BOIS DE BREUIL,B022,02000,02408,Laon,02,,,02408000BZ0238,,,,,,,,,,,,,0,,,,,L,landes,,,94,3.621457,49.575398
2024-7261,2024-02-27,000001,Vente,5000,,,LE BOIS DE BREUIL,B022,02000,02408,Laon,02,,,02408000BZ0239,,,,,,,,,,,,,0,,,,,L,landes,,,250,3.621543,49.57528
2024-7261,2024-02-27,000001,Vente,5000,,,RUE VICTOR BASSELET,2810,02000,02408,Laon,02,,,02408000BZ0240,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,651,3.62163,49.575048
2024-7262,2024-03-18,000001,Vente,900,,,LE BORD DE L'EAU,B016,02400,02166,Chartèves,02,,,021660000C1825,,,,,,,,,,,,,0,,,,,T,terres,,,1765,3.508657,49.072489
2024-7263,2024-03-18,000001,Vente,22310,,,LE HAUT DES GRAVOTTES,B053,02850,02051,Barzy-sur-Marne,02,,,020510000D1071,,,,,,,,,,,,,0,,,,,VI,vignes,VAOC,Vins d'appellation d'origine contrôlée,245,3.556031,49.085028
2024-7263,2024-03-18,000001,Vente,22310,,,LES BUTTES,B019,02850,02051,Barzy-sur-Marne,02,,,02051000ZE0034,,,,,,,,,,,,,0,,,,,P,prés,,,520,3.554889,49.081049
2024-7264,2024-03-19,000001,Vente,2677,,,LES MARAIS,B064,02400,02094,Blesmes,02,,,020940000A0439,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,259,3.466134,49.038762
2024-7264,2024-03-19,000001,Vente,2677,,,LES MARAIS,B064,02400,02094,Blesmes,02,,,020940000A0440,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,765,3.465911,49.038845
2024-7264,2024-03-19,000001,Vente,2677,,,LE RU TONNANT,B095,02400,02094,Blesmes,02,,,020940000A0702,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,573,3.464882,49.036989
2024-7264,2024-03-19,000001,Vente,2677,,,LE HAUT DES FOURNEAUX,B054,02400,02094,Blesmes,02,,,020940000B0521,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,248,3.443402,49.035943
2024-7264,2024-03-19,000001,Vente,2677,,,LE HAUT DES FOURNEAUX,B054,02400,02094,Blesmes,02,,,020940000B0524,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,297,3.443633,49.03603
2024-7264,2024-03-19,000001,Vente,2677,,,LE HAUT DES FOURNEAUX,B054,02400,02094,Blesmes,02,,,020940000B0552,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,535,3.443146,49.03525
