id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-5805,2024-01-11,000001,Vente,75000,10,,RUE DE L EGLISE,0060,02300,02081,Béthancourt-en-Vaux,02,,,02081000AB0013,,,,,,,,,,,,,0,1,Maison,75,3,S,sols,,,484,3.14291,49.626911
2024-5805,2024-01-11,000001,Vente,75000,10,,RUE DE L EGLISE,0060,02300,02081,Béthancourt-en-Vaux,02,,,02081000AB0013,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,484,3.14291,49.626911
2024-5805,2024-01-11,000001,Vente,75000,10,,RUE DE L EGLISE,0060,02300,02081,Béthancourt-en-Vaux,02,,,02081000AB0013,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,484,3.14291,49.626911
2024-5805,2024-01-11,000001,Vente,75000,10,,RUE DE L EGLISE,0060,02300,02081,Béthancourt-en-Vaux,02,,,02081000AB0013,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,484,3.14291,49.626911
2024-5805,2024-01-11,000001,Vente,75000,,,LE CHATEAU,B008,02300,02081,Béthancourt-en-Vaux,02,,,02081000AB0014,,,,,,,,,,,,,0,,,,,J,jardins,,,851,3.143156,49.626951
2024-5806,2024-01-09,000001,Vente,100000,13,,GR GRANDE RUE,0050,02800,02788,Versigny,02,,,02788000AC0050,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,526,3.436474,49.652334
2024-5806,2024-01-09,000001,Vente,100000,13,,GR GRANDE RUE,0050,02800,02788,Versigny,02,,,02788000AC0050,,,,,,,,,,,,,0,1,Maison,63,3,S,sols,,,526,3.436474,49.652334
2024-5806,2024-01-09,000001,Vente,100000,13,,GR GRANDE RUE,0050,02800,02788,Versigny,02,,,02788000AC0050,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,526,3.436474,49.652334
2024-5806,2024-01-09,000001,Vente,100000,13,,GR GRANDE RUE,0050,02800,02788,Versigny,02,,,02788000AC0050,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,526,3.436474,49.652334
2024-5806,2024-01-09,000001,Vente,100000,,,LE VILLAGE,B039,02800,02788,Versigny,02,,,02788000AC0051,,,,,,,,,,,,,0,,,,,J,jardins,,,1371,3.436759,49.652415
2024-5807,2024-01-08,000001,Vente,17950,,,LA RUE JOSIN,B128,02860,02128,Bruyères-et-Montbérault,02,,,021280000A0667,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,2398,3.664948,49.528267
2024-5807,2024-01-08,000001,Vente,17950,,,LA RUE JOSIN,B128,02860,02128,Bruyères-et-Montbérault,02,,,021280000A0668,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,97,3.664621,49.528235
2024-5807,2024-01-08,000001,Vente,17950,,,LA RUE JOSIN,B128,02860,02128,Bruyères-et-Montbérault,02,,,021280000A0669,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,147,3.664608,49.528387
2024-5808,2024-01-11,000001,Vente,2000,,,LES CHAMPS,B011,02860,02177,Chérêt,02,,,021770000B0230,,,,,,,,,,,,,0,,,,,J,jardins,,,486,3.68287,49.5138
2024-5809,2024-01-12,000001,Vente,68400,1,,RUE PORTE MARIE,0800,02250,02468,Marle,02,,,02468000AB0517,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,119,3.76975,49.738729
2024-5809,2024-01-12,000001,Vente,68400,1,,RUE PORTE MARIE,0800,02250,02468,Marle,02,,,02468000AB0517,,,,,,,,,,,,,0,1,Maison,121,3,S,sols,,,119,3.76975,49.738729
2024-5809,2024-01-12,000001,Vente,68400,1,,RUE PORTE MARIE,0800,02250,02468,Marle,02,,,02468000AB0517,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,119,3.76975,49.738729
2024-5810,2024-01-11,000001,Vente,128000,,,LES RIEUX,B057,02200,02610,Pommiers,02,,,02610000ZH0292,,,,,,,,,,,,,0,,,,,J,jardins,,,83,3.265194,49.393589
2024-5810,2024-01-11,000001,Vente,128000,8,,RUE DE VIC SUR AISNE,0087,02200,02610,Pommiers,02,,,02610000ZH0301,,,,,,,,,,,,,0,1,Maison,77,3,S,sols,,,319,3.265123,49.393527
2024-5811,2024-01-04,000001,Vente,80000,5,,RUE LOUIS BLANC,2905,02700,02738,Tergnier,02,,,02738000AB0258,,,,,,,,,,,,,0,1,Maison,82,4,S,sols,,,194,3.29097,49.655231
2024-5811,2024-01-04,000001,Vente,80000,5,,RUE LOUIS BLANC,2905,02700,02738,Tergnier,02,,,02738000AB0258,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,194,3.29097,49.655231
2024-5812,2024-01-10,000001,Vente,120000,2,,RUE DU VOININ,0125,02200,02593,Pasly,02,,,02593000ZA0111,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,363,3.293113,49.402612
2024-5812,2024-01-10,000001,Vente,120000,2,,RUE DU VOININ,0125,02200,02593,Pasly,02,,,02593000ZA0111,,,,,,,,,,,,,0,1,Maison,64,4,S,sols,,,363,3.293113,49.402612
2024-5813,2024-01-10,000001,Vente,213000,15,,RUE PIERRE CURIE,0128,02100,02303,Fayet,02,,,02303000ZL0078,,,,,,,,,,,,,0,1,Maison,96,5,S,sols,,,356,3.249318,49.867134
2024-5813,2024-01-10,000001,Vente,213000,15,,RUE PIERRE CURIE,0128,02100,02303,Fayet,02,,,02303000ZL0078,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,356,3.249318,49.867134
2024-5814,2024-01-12,000001,Vente,2500,,,BOIS DE MAUREPAS,B005,02300,02546,La Neuville-en-Beine,02,,,02546000ZA0043,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1131,3.160185,49.68257
2024-5815,2024-01-12,000001,Vente,88000,8,,RUE EDMOND OSSET,0014,02480,02397,Jussy,02,,,023970000B1752,,,,,,,,,,,,,0,1,Maison,74,3,S,sols,,,9,3.234995,49.720245
2024-5815,2024-01-12,000001,Vente,88000,8,,RUE EDMOND OSSET,0014,02480,02397,Jussy,02,,,023970000B1752,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,9,3.234995,49.720245
2024-5815,2024-01-12,000001,Vente,88000,8,,RUE EDMOND OSSET,0014,02480,02397,Jussy,02,,,023970000B1752,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,9,3.234995,49.720245
2024-5815,2024-01-12,000001,Vente,88000,,,RUE EDMOND OSSET,0014,02480,02397,Jussy,02,,,023970000B1753,,,,,,,,,,,,,0,,,,,S,sols,,,66,3.234994,49.720289
2024-5815,2024-01-12,000001,Vente,88000,,,RUE EDMOND OSSET,0014,02480,02397,Jussy,02,,,023970000B1754,,,,,,,,,,,,,0,,,,,S,sols,,,481,3.235261,49.720329
2024-5815,2024-01-12,000001,Vente,88000,,,RUE EDMOND OSSET,0014,02480,02397,Jussy,02,,,023970000B1755,,,,,,,,,,,,,0,,,,,S,sols,,,460,3.235228,49.720221
2024-5816,2024-01-10,000001,Vente,70000,4,,RUE PRINCIPALE,0136,02820,02676,Saint-Erme-Outre-et-Ramecourt,02,,,02676000AD0047,,,,,,,,,,,,,0,1,Maison,89,2,S,sols,,,782,3.851069,49.521881
2024-5817,2024-01-04,000001,Vente,190000,13,,CHE DE LA BELLE IDEE,0090,02600,02810,Villers-Cotterêts,02,,,02810000AH0507,,,,,,,,,,,,,0,1,Maison,85,4,S,sols,,,650,3.103621,49.250619
2024-5818,2024-01-03,000001,Vente,106000,36,,RUE ROGER SALENGRO,0294,02430,02340,Gauchy,02,,,02340000ZB0507,,,,,,,,,,,,,0,1,Maison,83,4,S,sols,,,219,3.284954,49.826893
2024-5819,2024-01-11,000001,Vente,718,,,PORT FONTENOY,B031,02290,02326,Fontenoy,02,,,02326000AC0017,,,,,,,,,,,,,0,,,,,J,jardins,,,554,3.178087,49.406698
2024-5819,2024-01-11,000001,Vente,718,,,PORT FONTENOY,B031,02290,02326,Fontenoy,02,,,02326000AC0018,,,,,,,,,,,,,0,,,,,VE,vergers,,,164,3.178142,49.406513
2024-5820,2024-01-04,000001,Vente,30000,,,LES CHAMPS ELYSEES,B005,02600,02216,Corcy,02,,,022160000A0870,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,3,3.210549,49.251981
2024-5820,2024-01-04,000001,Vente,30000,,,LES CHAMPS ELYSEES,B005,02600,02216,Corcy,02,,,022160000A0872,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,443,3.21064,49.25206
2024-5821,2024-01-04,000001,Vente,80000,25,,LE VILLAGE,B026,02800,02651,Rogécourt,02,,,02651000AB0042,,,,,,,,,,,,,0,1,Maison,78,3,S,sols,,,365,3.426584,49.653397
2024-5821,2024-01-04,000001,Vente,80000,25,,LE VILLAGE,B026,02800,02651,Rogécourt,02,,,02651000AB0042,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,365,3.426584,49.653397
2024-5821,2024-01-04,000001,Vente,80000,,,LE VILLAGE,B026,02800,02651,Rogécourt,02,,,02651000AB0101,,,,,,,,,,,,,0,,,,,S,sols,,,61,3.42671,49.653418
2024-5822,2024-01-11,000001,Vente,133898,5,,RUE GEORGES DOMISSY,0077,02800,02074,Bertaucourt-Epourdon,02,,,02074000AK0050,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,3316,3.383118,49.624077
2024-5822,2024-01-11,000001,Vente,133898,5,,RUE GEORGES DOMISSY,0077,02800,02074,Bertaucourt-Epourdon,02,,,02074000AK0050,,,,,,,,,,,,,0,1,Maison,90,4,S,sols,,,3316,3.383118,49.624077
2024-5822,2024-01-11,000001,Vente,133898,,,LES BRUYERES(OUEST),B008,02800,02074,Bertaucourt-Epourdon,02,,,02074000AK0051,,,,,,,,,,,,,0,,,,,PA,pâtures,,,1470,3.383265,49.623884
2024-5823,2024-01-05,000001,Vente,34300,4,,RUE DE LA POTERNE,0170,02240,02648,Ribemont,02,,,02648000AB0465,,,,,,,,,,,,,0,1,Maison,134,5,S,sols,,,153,3.459946,49.797332
2024-5823,2024-01-05,000001,Vente,34300,,,RUE DE LA POTERNE,0170,02240,02648,Ribemont,02,,,02648000AB0466,,,,,,,,,,,,,0,,,,,J,jardins,,,193,3.46021,49.79749
2024-5824,2024-01-03,000001,Vente,71000,45,,RUE JACQUARD,2700,02700,02738,Tergnier,02,,,02738000AE0518,,,,,,,,,,,,,0,1,Maison,65,4,S,sols,,,131,3.299591,49.654303
2024-5824,2024-01-03,000001,Vente,71000,31,,RUE JACQUARD,2700,02700,02738,Tergnier,02,,,02738000AE0524,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,18,3.29999,49.654279
2024-5825,2024-01-05,000001,Vente,150000,12,,RUE ANNE MORGAN,0005,02300,02093,Blérancourt,02,,,020930000A1986,,,,,,,,,,,,,0,1,Maison,139,4,S,sols,,,520,3.150814,49.51791
2024-5825,2024-01-05,000001,Vente,150000,12,,RUE ANNE MORGAN,0005,02300,02093,Blérancourt,02,,,020930000A1986,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,520,3.150814,49.51791
2024-5826,2024-01-03,000001,Vente,1,,,CLOS DE LA SALLE,B012,02600,02568,Oigny-en-Valois,02,,,025680000B0367,,,,,,,,,,,,,0,,,,,S,sols,,,103,3.134904,49.219497
2024-5827,2024-01-04,000001,Vente,40000,,,VILLERS PETIT,B092,02210,02192,Chouy,02,,,021920000I0558,,,,,,,,,,,,,0,,,,,J,jardins,,,68,3.244489,49.220712
2024-5827,2024-01-04,000001,Vente,40000,,,VILLERS PETIT,B092,02210,02192,Chouy,02,,,02192000ZC0039,,,,,,,,,,,,,0,,,,,T,terres,,,13677,3.244599,49.22109
2024-5828,2024-01-09,000001,Vente,60000,,,LES CERCEAUX,B011,02880,02245,Cuffies,02,,,022450000C1472,,,,,,,,,,,,,0,,,,,S,sols,,,47,3.320292,49.402218
2024-5828,2024-01-09,000001,Vente,60000,14,,RUE DES CERCEAUX,0025,02880,02245,Cuffies,02,,,022450000C1473,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,350,3.319875,49.40239
2024-5828,2024-01-09,000001,Vente,60000,14,,RUE DES CERCEAUX,0025,02880,02245,Cuffies,02,,,022450000C1473,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,350,3.319875,49.40239
2024-5828,2024-01-09,000001,Vente,60000,14,,RUE DES CERCEAUX,0025,02880,02245,Cuffies,02,,,022450000C1473,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,350,3.319875,49.40239
2024-5828,2024-01-09,000001,Vente,60000,14,,RUE DES CERCEAUX,0025,02880,02245,Cuffies,02,,,022450000C1473,,,,,,,,,,,,,0,1,Maison,53,4,S,sols,,,350,3.319875,49.40239
2024-5828,2024-01-09,000001,Vente,60000,14,,RUE DES CERCEAUX,0025,02880,02245,Cuffies,02,,,022450000C1473,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,688,3.319875,49.40239
2024-5828,2024-01-09,000001,Vente,60000,14,,RUE DES CERCEAUX,0025,02880,02245,Cuffies,02,,,022450000C1473,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,688,3.319875,49.40239
2024-5828,2024-01-09,000001,Vente,60000,14,,RUE DES CERCEAUX,0025,02880,02245,Cuffies,02,,,022450000C1473,,,,,,,,,,,,,0,1,Maison,53,4,J,jardins,,,688,3.319875,49.40239
2024-5828,2024-01-09,000001,Vente,60000,14,,RUE DES CERCEAUX,0025,02880,02245,Cuffies,02,,,022450000C1473,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,688,3.319875,49.40239
2024-5829,2024-01-11,000001,Vente,260000,23,,AV DE MONTMIRAIL,0070,02400,02292,Étampes-sur-Marne,02,,,02292000ZB0067,,,,,,,,,,,,,0,1,Maison,99,5,S,sols,,,595,3.408836,49.030833
2024-5829,2024-01-11,000001,Vente,260000,23,,AV DE MONTMIRAIL,0070,02400,02292,Étampes-sur-Marne,02,,,02292000ZB0067,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,595,3.408836,49.030833
2024-5829,2024-01-11,000001,Vente,260000,23,,AV DE MONTMIRAIL,0070,02400,02292,Étampes-sur-Marne,02,,,02292000ZB0067,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,595,3.408836,49.030833
2024-5829,2024-01-11,000001,Vente,260000,,,LA PRAIRIE,B033,02400,02292,Étampes-sur-Marne,02,,,02292000ZB0256,,,,,,,,,,,,,0,,,,,P,prés,,,282,3.409204,49.030896
2024-5830,2024-01-11,000001,Vente,28000,51,,RUE DU CANAL,0058,02800,02059,Beautor,02,,,02059000AL0143,,,,,,,,,,,,,0,1,Maison,63,3,S,sols,,,360,3.342218,49.653799
2024-5831,2024-01-04,000001,Vente,95000,20,,RUE ROMANETTE,2360,02000,02408,Laon,02,,,02408000BN0172,,,,,,,,,,,,,0,1,Maison,97,4,J,jardins,POTAG,Jardin potager,682,3.609065,49.551416
2024-5831,2024-01-04,000001,Vente,95000,20,,RUE ROMANETTE,2360,02000,02408,Laon,02,,,02408000BN0172,,,,,,,,,,,,,0,1,Maison,97,4,S,sols,,,275,3.609065,49.551416
2024-5832,2024-01-15,000001,Vente,50000,,,LE MARQUET,B014,02480,02019,Annois,02,,,02019000ZC0072,,,,,,,,,,,,,0,,,,,T,terres,,,25943,3.179784,49.73184
2024-5832,2024-01-15,000001,Vente,50000,,,LA PATURE DES FOSSES,B027,02480,02246,Cugny,02,,,02246000ZA0031,,,,,,,,,,,,,0,,,,,L,landes,,,2425,3.170014,49.715487
2024-5832,2024-01-15,000001,Vente,50000,,,LA PATURE DES FOSSES,B027,02480,02246,Cugny,02,,,02246000ZA0031,,,,,,,,,,,,,0,,,,,T,terres,,,15705,3.170014,49.715487
2024-5832,2024-01-15,000001,Vente,50000,,,LA PATURE DES FOSSES,B027,02480,02246,Cugny,02,,,02246000ZA0031,,,,,,,,,,,,,0,,,,,T,terres,,,26560,3.170014,49.715487
